
Predictions were generated on 14-Feb-2025 at 21:58:30 using OpenFAST, compiled on Jan 03 2025 at 11:34:41 as a 64-bit application using single precision at commit v4.0.0
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; SeaState; HydroDyn

Description from the FAST input file: IEA 15 MW offshore reference model on UMaine VolturnUS-S semi-submersible floating platform

Time	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	RtAeroPwr	RtFldFxh	RtFldFyh	RtFldFzh	RtFldMxh	RtFldMyh	RtFldMzh	RtVAvgxh	RtFldCp	RtFldCt	RtArea	RtSpeed	RtTSR	B1Pitch	B2Pitch	B3Pitch	GenPwr	GenTq	Wave1Elev	Wave1Elv1	Wave1Elv2	Wave2Elev	Wave2Elv1	Wave2Elv2
(s)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(W)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(m/s)	(-)	(-)	(m^2)	(rpm)	(-)	(deg)	(deg)	(deg)	(kW)	(kN-m)	(m)	(m)	(m)	INVALID	INVALID	INVALID
    4.3300	 2.260E+00	-3.593E-04	-2.065E-01	 1.276E-03	-1.870E+00	-6.659E-04	 4.488E+04	 2.556E+05	-2.678E+03	 7.542E+02	 2.228E+06	 1.709E+06	-8.576E+04	 1.554E+01	 4.287E-04	 3.794E-02	 4.554E+04	 1.923E-01	 1.560E-01	 5.938E+00	 5.938E+00	 5.938E+00	 0.000E+00	 0.000E+00	 2.276E+00	 2.276E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.3400	 2.269E+00	-3.621E-04	-2.117E-01	 1.286E-03	-1.877E+00	-6.694E-04	 4.495E+04	 2.555E+05	-2.671E+03	 7.504E+02	 2.225E+06	 1.708E+06	-8.564E+04	 1.554E+01	 4.296E-04	 3.794E-02	 4.554E+04	 1.930E-01	 1.566E-01	 5.928E+00	 5.928E+00	 5.928E+00	 0.000E+00	 0.000E+00	 2.269E+00	 2.269E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.3500	 2.279E+00	-3.649E-04	-2.169E-01	 1.296E-03	-1.883E+00	-6.729E-04	 4.502E+04	 2.554E+05	-2.664E+03	 7.464E+02	 2.221E+06	 1.706E+06	-8.553E+04	 1.553E+01	 4.306E-04	 3.794E-02	 4.554E+04	 1.936E-01	 1.571E-01	 5.917E+00	 5.917E+00	 5.917E+00	 0.000E+00	 0.000E+00	 2.263E+00	 2.263E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.3600	 2.289E+00	-3.677E-04	-2.222E-01	 1.306E-03	-1.889E+00	-6.765E-04	 4.509E+04	 2.553E+05	-2.657E+03	 7.425E+02	 2.218E+06	 1.704E+06	-8.541E+04	 1.553E+01	 4.316E-04	 3.795E-02	 4.554E+04	 1.942E-01	 1.576E-01	 5.907E+00	 5.907E+00	 5.907E+00	 0.000E+00	 0.000E+00	 2.256E+00	 2.256E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.3700	 2.299E+00	-3.706E-04	-2.275E-01	 1.316E-03	-1.896E+00	-6.800E-04	 4.516E+04	 2.552E+05	-2.649E+03	 7.386E+02	 2.214E+06	 1.702E+06	-8.529E+04	 1.553E+01	 4.325E-04	 3.795E-02	 4.554E+04	 1.948E-01	 1.581E-01	 5.896E+00	 5.896E+00	 5.896E+00	 0.000E+00	 0.000E+00	 2.249E+00	 2.249E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.3800	 2.309E+00	-3.734E-04	-2.327E-01	 1.327E-03	-1.902E+00	-6.836E-04	 4.522E+04	 2.551E+05	-2.641E+03	 7.349E+02	 2.210E+06	 1.700E+06	-8.515E+04	 1.552E+01	 4.334E-04	 3.795E-02	 4.554E+04	 1.954E-01	 1.587E-01	 5.884E+00	 5.884E+00	 5.884E+00	 0.000E+00	 0.000E+00	 2.242E+00	 2.242E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.3900	 2.319E+00	-3.762E-04	-2.381E-01	 1.337E-03	-1.908E+00	-6.871E-04	 4.528E+04	 2.550E+05	-2.633E+03	 7.313E+02	 2.207E+06	 1.698E+06	-8.502E+04	 1.552E+01	 4.342E-04	 3.795E-02	 4.554E+04	 1.960E-01	 1.592E-01	 5.872E+00	 5.872E+00	 5.872E+00	 0.000E+00	 0.000E+00	 2.235E+00	 2.235E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4000	 2.328E+00	-3.791E-04	-2.434E-01	 1.347E-03	-1.914E+00	-6.907E-04	 4.534E+04	 2.549E+05	-2.625E+03	 7.274E+02	 2.203E+06	 1.696E+06	-8.489E+04	 1.552E+01	 4.352E-04	 3.796E-02	 4.554E+04	 1.965E-01	 1.597E-01	 5.861E+00	 5.861E+00	 5.861E+00	 0.000E+00	 0.000E+00	 2.229E+00	 2.229E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4100	 2.338E+00	-3.820E-04	-2.488E-01	 1.357E-03	-1.921E+00	-6.943E-04	 4.540E+04	 2.548E+05	-2.617E+03	 7.236E+02	 2.199E+06	 1.695E+06	-8.475E+04	 1.551E+01	 4.360E-04	 3.796E-02	 4.554E+04	 1.971E-01	 1.602E-01	 5.849E+00	 5.849E+00	 5.849E+00	 0.000E+00	 0.000E+00	 2.222E+00	 2.222E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4200	 2.348E+00	-3.848E-04	-2.542E-01	 1.368E-03	-1.927E+00	-6.979E-04	 4.546E+04	 2.547E+05	-2.609E+03	 7.197E+02	 2.195E+06	 1.693E+06	-8.462E+04	 1.551E+01	 4.369E-04	 3.796E-02	 4.554E+04	 1.977E-01	 1.608E-01	 5.838E+00	 5.838E+00	 5.838E+00	 0.000E+00	 0.000E+00	 2.215E+00	 2.215E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4300	 2.358E+00	-3.877E-04	-2.596E-01	 1.378E-03	-1.933E+00	-7.015E-04	 4.552E+04	 2.546E+05	-2.601E+03	 7.159E+02	 2.192E+06	 1.691E+06	-8.449E+04	 1.551E+01	 4.378E-04	 3.797E-02	 4.554E+04	 1.983E-01	 1.613E-01	 5.826E+00	 5.826E+00	 5.826E+00	 0.000E+00	 0.000E+00	 2.208E+00	 2.208E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4400	 2.368E+00	-3.906E-04	-2.650E-01	 1.388E-03	-1.939E+00	-7.051E-04	 4.557E+04	 2.545E+05	-2.593E+03	 7.121E+02	 2.188E+06	 1.689E+06	-8.436E+04	 1.550E+01	 4.386E-04	 3.797E-02	 4.554E+04	 1.989E-01	 1.618E-01	 5.814E+00	 5.814E+00	 5.814E+00	 0.000E+00	 0.000E+00	 2.201E+00	 2.201E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4500	 2.378E+00	-3.935E-04	-2.705E-01	 1.399E-03	-1.946E+00	-7.087E-04	 4.563E+04	 2.544E+05	-2.585E+03	 7.082E+02	 2.184E+06	 1.687E+06	-8.423E+04	 1.550E+01	 4.395E-04	 3.797E-02	 4.554E+04	 1.995E-01	 1.623E-01	 5.803E+00	 5.803E+00	 5.803E+00	 0.000E+00	 0.000E+00	 2.195E+00	 2.195E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4600	 2.387E+00	-3.964E-04	-2.760E-01	 1.409E-03	-1.952E+00	-7.123E-04	 4.569E+04	 2.543E+05	-2.577E+03	 7.043E+02	 2.180E+06	 1.684E+06	-8.409E+04	 1.549E+01	 4.403E-04	 3.798E-02	 4.554E+04	 2.001E-01	 1.628E-01	 5.791E+00	 5.791E+00	 5.791E+00	 0.000E+00	 0.000E+00	 2.188E+00	 2.188E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4700	 2.397E+00	-3.994E-04	-2.815E-01	 1.420E-03	-1.958E+00	-7.159E-04	 4.574E+04	 2.542E+05	-2.569E+03	 7.004E+02	 2.176E+06	 1.682E+06	-8.396E+04	 1.549E+01	 4.412E-04	 3.798E-02	 4.554E+04	 2.007E-01	 1.634E-01	 5.780E+00	 5.780E+00	 5.780E+00	 0.000E+00	 0.000E+00	 2.181E+00	 2.181E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4800	 2.407E+00	-4.023E-04	-2.871E-01	 1.430E-03	-1.964E+00	-7.196E-04	 4.579E+04	 2.541E+05	-2.561E+03	 6.965E+02	 2.173E+06	 1.680E+06	-8.383E+04	 1.549E+01	 4.420E-04	 3.798E-02	 4.554E+04	 2.013E-01	 1.639E-01	 5.768E+00	 5.768E+00	 5.768E+00	 0.000E+00	 0.000E+00	 2.174E+00	 2.174E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.4900	 2.417E+00	-4.052E-04	-2.926E-01	 1.441E-03	-1.970E+00	-7.232E-04	 4.585E+04	 2.540E+05	-2.552E+03	 6.926E+02	 2.169E+06	 1.678E+06	-8.370E+04	 1.548E+01	 4.428E-04	 3.798E-02	 4.554E+04	 2.019E-01	 1.644E-01	 5.756E+00	 5.756E+00	 5.756E+00	 0.000E+00	 0.000E+00	 2.167E+00	 2.167E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5000	 2.427E+00	-4.082E-04	-2.982E-01	 1.452E-03	-1.976E+00	-7.269E-04	 4.590E+04	 2.539E+05	-2.544E+03	 6.887E+02	 2.165E+06	 1.676E+06	-8.356E+04	 1.548E+01	 4.437E-04	 3.799E-02	 4.554E+04	 2.025E-01	 1.649E-01	 5.745E+00	 5.745E+00	 5.745E+00	 0.000E+00	 0.000E+00	 2.161E+00	 2.161E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5100	 2.437E+00	-4.111E-04	-3.039E-01	 1.462E-03	-1.983E+00	-7.305E-04	 4.595E+04	 2.538E+05	-2.536E+03	 6.847E+02	 2.161E+06	 1.674E+06	-8.343E+04	 1.548E+01	 4.445E-04	 3.799E-02	 4.554E+04	 2.030E-01	 1.654E-01	 5.733E+00	 5.733E+00	 5.733E+00	 0.000E+00	 0.000E+00	 2.152E+00	 2.152E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5200	 2.446E+00	-4.141E-04	-3.095E-01	 1.473E-03	-1.989E+00	-7.342E-04	 4.600E+04	 2.537E+05	-2.528E+03	 6.808E+02	 2.157E+06	 1.672E+06	-8.330E+04	 1.547E+01	 4.453E-04	 3.799E-02	 4.554E+04	 2.036E-01	 1.659E-01	 5.721E+00	 5.721E+00	 5.721E+00	 0.000E+00	 0.000E+00	 2.143E+00	 2.143E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5300	 2.456E+00	-4.171E-04	-3.152E-01	 1.484E-03	-1.995E+00	-7.379E-04	 4.605E+04	 2.536E+05	-2.519E+03	 6.768E+02	 2.153E+06	 1.669E+06	-8.316E+04	 1.547E+01	 4.461E-04	 3.800E-02	 4.554E+04	 2.042E-01	 1.665E-01	 5.710E+00	 5.710E+00	 5.710E+00	 0.000E+00	 0.000E+00	 2.134E+00	 2.134E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5400	 2.466E+00	-4.201E-04	-3.209E-01	 1.494E-03	-2.001E+00	-7.416E-04	 4.610E+04	 2.535E+05	-2.511E+03	 6.728E+02	 2.149E+06	 1.667E+06	-8.303E+04	 1.546E+01	 4.469E-04	 3.800E-02	 4.554E+04	 2.048E-01	 1.670E-01	 5.698E+00	 5.698E+00	 5.698E+00	 0.000E+00	 0.000E+00	 2.125E+00	 2.125E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5500	 2.476E+00	-4.231E-04	-3.266E-01	 1.505E-03	-2.007E+00	-7.453E-04	 4.615E+04	 2.533E+05	-2.503E+03	 6.688E+02	 2.146E+06	 1.665E+06	-8.290E+04	 1.546E+01	 4.477E-04	 3.800E-02	 4.554E+04	 2.054E-01	 1.675E-01	 5.686E+00	 5.686E+00	 5.686E+00	 0.000E+00	 0.000E+00	 2.116E+00	 2.116E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5600	 2.486E+00	-4.261E-04	-3.323E-01	 1.516E-03	-2.013E+00	-7.490E-04	 4.619E+04	 2.532E+05	-2.494E+03	 6.648E+02	 2.142E+06	 1.662E+06	-8.276E+04	 1.546E+01	 4.485E-04	 3.800E-02	 4.554E+04	 2.060E-01	 1.680E-01	 5.674E+00	 5.674E+00	 5.674E+00	 0.000E+00	 0.000E+00	 2.107E+00	 2.107E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5700	 2.495E+00	-4.291E-04	-3.381E-01	 1.527E-03	-2.019E+00	-7.527E-04	 4.624E+04	 2.531E+05	-2.486E+03	 6.608E+02	 2.138E+06	 1.660E+06	-8.262E+04	 1.545E+01	 4.493E-04	 3.801E-02	 4.554E+04	 2.065E-01	 1.685E-01	 5.663E+00	 5.663E+00	 5.663E+00	 0.000E+00	 0.000E+00	 2.098E+00	 2.098E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5800	 2.505E+00	-4.321E-04	-3.439E-01	 1.537E-03	-2.025E+00	-7.564E-04	 4.628E+04	 2.530E+05	-2.478E+03	 6.568E+02	 2.134E+06	 1.658E+06	-8.249E+04	 1.545E+01	 4.501E-04	 3.801E-02	 4.554E+04	 2.071E-01	 1.690E-01	 5.651E+00	 5.651E+00	 5.651E+00	 0.000E+00	 0.000E+00	 2.089E+00	 2.089E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.5900	 2.515E+00	-4.351E-04	-3.497E-01	 1.548E-03	-2.031E+00	-7.601E-04	 4.633E+04	 2.529E+05	-2.469E+03	 6.528E+02	 2.130E+06	 1.655E+06	-8.235E+04	 1.544E+01	 4.509E-04	 3.801E-02	 4.554E+04	 2.077E-01	 1.696E-01	 5.639E+00	 5.639E+00	 5.639E+00	 0.000E+00	 0.000E+00	 2.080E+00	 2.080E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6000	 2.525E+00	-4.382E-04	-3.555E-01	 1.559E-03	-2.037E+00	-7.639E-04	 4.637E+04	 2.528E+05	-2.461E+03	 6.487E+02	 2.126E+06	 1.653E+06	-8.221E+04	 1.544E+01	 4.517E-04	 3.802E-02	 4.554E+04	 2.083E-01	 1.701E-01	 5.628E+00	 5.628E+00	 5.628E+00	 0.000E+00	 0.000E+00	 2.071E+00	 2.071E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6100	 2.535E+00	-4.412E-04	-3.614E-01	 1.570E-03	-2.043E+00	-7.676E-04	 4.641E+04	 2.527E+05	-2.452E+03	 6.447E+02	 2.122E+06	 1.651E+06	-8.208E+04	 1.544E+01	 4.524E-04	 3.802E-02	 4.554E+04	 2.088E-01	 1.706E-01	 5.616E+00	 5.616E+00	 5.616E+00	 0.000E+00	 0.000E+00	 2.062E+00	 2.062E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6200	 2.545E+00	-4.443E-04	-3.673E-01	 1.581E-03	-2.049E+00	-7.714E-04	 4.646E+04	 2.526E+05	-2.444E+03	 6.406E+02	 2.118E+06	 1.648E+06	-8.194E+04	 1.543E+01	 4.532E-04	 3.802E-02	 4.554E+04	 2.094E-01	 1.711E-01	 5.604E+00	 5.604E+00	 5.604E+00	 0.000E+00	 0.000E+00	 2.053E+00	 2.053E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6300	 2.554E+00	-4.473E-04	-3.732E-01	 1.592E-03	-2.055E+00	-7.751E-04	 4.650E+04	 2.524E+05	-2.435E+03	 6.365E+02	 2.114E+06	 1.646E+06	-8.180E+04	 1.543E+01	 4.540E-04	 3.803E-02	 4.554E+04	 2.100E-01	 1.716E-01	 5.592E+00	 5.592E+00	 5.592E+00	 0.000E+00	 0.000E+00	 2.044E+00	 2.044E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6400	 2.564E+00	-4.504E-04	-3.791E-01	 1.603E-03	-2.061E+00	-7.789E-04	 4.654E+04	 2.523E+05	-2.427E+03	 6.324E+02	 2.110E+06	 1.643E+06	-8.166E+04	 1.542E+01	 4.547E-04	 3.803E-02	 4.554E+04	 2.106E-01	 1.721E-01	 5.581E+00	 5.581E+00	 5.581E+00	 0.000E+00	 0.000E+00	 2.036E+00	 2.036E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6500	 2.574E+00	-4.535E-04	-3.850E-01	 1.614E-03	-2.067E+00	-7.827E-04	 4.658E+04	 2.522E+05	-2.418E+03	 6.283E+02	 2.107E+06	 1.641E+06	-8.153E+04	 1.542E+01	 4.555E-04	 3.803E-02	 4.554E+04	 2.111E-01	 1.726E-01	 5.569E+00	 5.569E+00	 5.569E+00	 0.000E+00	 0.000E+00	 2.027E+00	 2.027E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6600	 2.584E+00	-4.566E-04	-3.910E-01	 1.625E-03	-2.073E+00	-7.864E-04	 4.661E+04	 2.521E+05	-2.410E+03	 6.242E+02	 2.103E+06	 1.638E+06	-8.139E+04	 1.542E+01	 4.562E-04	 3.803E-02	 4.554E+04	 2.117E-01	 1.732E-01	 5.557E+00	 5.557E+00	 5.557E+00	 0.000E+00	 0.000E+00	 2.018E+00	 2.018E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6700	 2.594E+00	-4.596E-04	-3.970E-01	 1.636E-03	-2.078E+00	-7.902E-04	 4.665E+04	 2.520E+05	-2.401E+03	 6.201E+02	 2.099E+06	 1.636E+06	-8.125E+04	 1.541E+01	 4.570E-04	 3.804E-02	 4.554E+04	 2.123E-01	 1.737E-01	 5.545E+00	 5.545E+00	 5.545E+00	 0.000E+00	 0.000E+00	 2.009E+00	 2.009E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6800	 2.603E+00	-4.628E-04	-4.030E-01	 1.647E-03	-2.084E+00	-7.940E-04	 4.669E+04	 2.519E+05	-2.392E+03	 6.160E+02	 2.095E+06	 1.633E+06	-8.111E+04	 1.541E+01	 4.577E-04	 3.804E-02	 4.554E+04	 2.128E-01	 1.742E-01	 5.534E+00	 5.534E+00	 5.534E+00	 0.000E+00	 0.000E+00	 2.000E+00	 2.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.6900	 2.613E+00	-4.659E-04	-4.091E-01	 1.659E-03	-2.090E+00	-7.978E-04	 4.673E+04	 2.517E+05	-2.384E+03	 6.118E+02	 2.091E+06	 1.630E+06	-8.097E+04	 1.540E+01	 4.584E-04	 3.804E-02	 4.554E+04	 2.134E-01	 1.747E-01	 5.522E+00	 5.522E+00	 5.522E+00	 0.000E+00	 0.000E+00	 1.991E+00	 1.991E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7000	 2.623E+00	-4.690E-04	-4.151E-01	 1.670E-03	-2.096E+00	-8.017E-04	 4.676E+04	 2.516E+05	-2.375E+03	 6.077E+02	 2.087E+06	 1.628E+06	-8.083E+04	 1.540E+01	 4.592E-04	 3.805E-02	 4.554E+04	 2.140E-01	 1.752E-01	 5.510E+00	 5.510E+00	 5.510E+00	 0.000E+00	 0.000E+00	 1.982E+00	 1.982E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7100	 2.633E+00	-4.721E-04	-4.212E-01	 1.681E-03	-2.102E+00	-8.055E-04	 4.680E+04	 2.515E+05	-2.366E+03	 6.036E+02	 2.083E+06	 1.625E+06	-8.069E+04	 1.539E+01	 4.599E-04	 3.805E-02	 4.554E+04	 2.145E-01	 1.757E-01	 5.498E+00	 5.498E+00	 5.498E+00	 0.000E+00	 0.000E+00	 1.973E+00	 1.973E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7200	 2.642E+00	-4.753E-04	-4.273E-01	 1.692E-03	-2.107E+00	-8.093E-04	 4.683E+04	 2.514E+05	-2.358E+03	 5.994E+02	 2.079E+06	 1.623E+06	-8.055E+04	 1.539E+01	 4.606E-04	 3.805E-02	 4.554E+04	 2.151E-01	 1.762E-01	 5.487E+00	 5.487E+00	 5.487E+00	 0.000E+00	 0.000E+00	 1.964E+00	 1.964E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7300	 2.652E+00	-4.784E-04	-4.334E-01	 1.703E-03	-2.113E+00	-8.132E-04	 4.686E+04	 2.513E+05	-2.349E+03	 5.952E+02	 2.075E+06	 1.620E+06	-8.041E+04	 1.539E+01	 4.613E-04	 3.805E-02	 4.554E+04	 2.157E-01	 1.767E-01	 5.475E+00	 5.475E+00	 5.475E+00	 0.000E+00	 0.000E+00	 1.955E+00	 1.955E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7400	 2.662E+00	-4.816E-04	-4.396E-01	 1.715E-03	-2.119E+00	-8.170E-04	 4.690E+04	 2.511E+05	-2.340E+03	 5.910E+02	 2.071E+06	 1.617E+06	-8.026E+04	 1.538E+01	 4.620E-04	 3.806E-02	 4.554E+04	 2.162E-01	 1.772E-01	 5.463E+00	 5.463E+00	 5.463E+00	 0.000E+00	 0.000E+00	 1.946E+00	 1.946E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7500	 2.672E+00	-4.847E-04	-4.457E-01	 1.726E-03	-2.125E+00	-8.208E-04	 4.693E+04	 2.510E+05	-2.332E+03	 5.869E+02	 2.067E+06	 1.614E+06	-8.012E+04	 1.538E+01	 4.627E-04	 3.806E-02	 4.554E+04	 2.168E-01	 1.778E-01	 5.451E+00	 5.451E+00	 5.451E+00	 0.000E+00	 0.000E+00	 1.937E+00	 1.937E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7600	 2.681E+00	-4.879E-04	-4.519E-01	 1.737E-03	-2.130E+00	-8.247E-04	 4.696E+04	 2.509E+05	-2.323E+03	 5.827E+02	 2.063E+06	 1.612E+06	-7.997E+04	 1.537E+01	 4.634E-04	 3.806E-02	 4.554E+04	 2.173E-01	 1.783E-01	 5.440E+00	 5.440E+00	 5.440E+00	 0.000E+00	 0.000E+00	 1.926E+00	 1.926E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7700	 2.691E+00	-4.911E-04	-4.581E-01	 1.749E-03	-2.136E+00	-8.286E-04	 4.699E+04	 2.508E+05	-2.314E+03	 5.785E+02	 2.059E+06	 1.609E+06	-7.982E+04	 1.537E+01	 4.641E-04	 3.807E-02	 4.554E+04	 2.179E-01	 1.788E-01	 5.428E+00	 5.428E+00	 5.428E+00	 0.000E+00	 0.000E+00	 1.916E+00	 1.916E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7800	 2.701E+00	-4.942E-04	-4.643E-01	 1.760E-03	-2.142E+00	-8.324E-04	 4.702E+04	 2.506E+05	-2.305E+03	 5.743E+02	 2.055E+06	 1.606E+06	-7.967E+04	 1.536E+01	 4.648E-04	 3.807E-02	 4.554E+04	 2.185E-01	 1.793E-01	 5.416E+00	 5.416E+00	 5.416E+00	 0.000E+00	 0.000E+00	 1.905E+00	 1.905E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.7900	 2.711E+00	-4.974E-04	-4.706E-01	 1.772E-03	-2.147E+00	-8.363E-04	 4.704E+04	 2.505E+05	-2.296E+03	 5.701E+02	 2.051E+06	 1.603E+06	-7.952E+04	 1.536E+01	 4.655E-04	 3.807E-02	 4.554E+04	 2.190E-01	 1.798E-01	 5.404E+00	 5.404E+00	 5.404E+00	 0.000E+00	 0.000E+00	 1.894E+00	 1.894E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8000	 2.720E+00	-5.006E-04	-4.769E-01	 1.783E-03	-2.153E+00	-8.402E-04	 4.707E+04	 2.504E+05	-2.288E+03	 5.658E+02	 2.047E+06	 1.600E+06	-7.938E+04	 1.535E+01	 4.662E-04	 3.807E-02	 4.554E+04	 2.196E-01	 1.803E-01	 5.393E+00	 5.393E+00	 5.393E+00	 0.000E+00	 0.000E+00	 1.883E+00	 1.883E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8100	 2.730E+00	-5.038E-04	-4.831E-01	 1.795E-03	-2.159E+00	-8.441E-04	 4.710E+04	 2.503E+05	-2.279E+03	 5.616E+02	 2.043E+06	 1.598E+06	-7.922E+04	 1.535E+01	 4.669E-04	 3.808E-02	 4.554E+04	 2.201E-01	 1.808E-01	 5.381E+00	 5.381E+00	 5.381E+00	 0.000E+00	 0.000E+00	 1.872E+00	 1.872E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8200	 2.740E+00	-5.071E-04	-4.895E-01	 1.806E-03	-2.164E+00	-8.480E-04	 4.713E+04	 2.501E+05	-2.270E+03	 5.574E+02	 2.039E+06	 1.595E+06	-7.907E+04	 1.535E+01	 4.675E-04	 3.808E-02	 4.554E+04	 2.207E-01	 1.813E-01	 5.369E+00	 5.369E+00	 5.369E+00	 0.000E+00	 0.000E+00	 1.861E+00	 1.861E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8300	 2.750E+00	-5.103E-04	-4.958E-01	 1.818E-03	-2.170E+00	-8.519E-04	 4.715E+04	 2.500E+05	-2.261E+03	 5.532E+02	 2.035E+06	 1.592E+06	-7.892E+04	 1.534E+01	 4.682E-04	 3.808E-02	 4.554E+04	 2.212E-01	 1.818E-01	 5.357E+00	 5.357E+00	 5.357E+00	 0.000E+00	 0.000E+00	 1.851E+00	 1.851E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8400	 2.759E+00	-5.135E-04	-5.021E-01	 1.829E-03	-2.175E+00	-8.558E-04	 4.717E+04	 2.499E+05	-2.252E+03	 5.489E+02	 2.031E+06	 1.589E+06	-7.878E+04	 1.534E+01	 4.688E-04	 3.809E-02	 4.554E+04	 2.218E-01	 1.823E-01	 5.345E+00	 5.345E+00	 5.345E+00	 0.000E+00	 0.000E+00	 1.840E+00	 1.840E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8500	 2.769E+00	-5.167E-04	-5.085E-01	 1.841E-03	-2.181E+00	-8.598E-04	 4.720E+04	 2.497E+05	-2.244E+03	 5.447E+02	 2.027E+06	 1.586E+06	-7.862E+04	 1.533E+01	 4.695E-04	 3.809E-02	 4.554E+04	 2.223E-01	 1.828E-01	 5.334E+00	 5.334E+00	 5.334E+00	 0.000E+00	 0.000E+00	 1.829E+00	 1.829E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    4.8600	 2.779E+00	-5.200E-04	-5.149E-01	 1.852E-03	-2.186E+00	-8.637E-04	 4.722E+04	 2.496E+05	-2.235E+03	 5.405E+02	 2.023E+06	 1.583E+06	-7.848E+04	 1.533E+01	 4.701E-04	 3.809E-02	 4.554E+04	 2.229E-01	 1.833E-01	 5.322E+00	 5.322E+00	 5.322E+00	 0.000E+00	 0.000E+00	 1.818E+00	 1.818E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
